Annee_Modele,Kilometrage,Marque,Modele,Puissance_fiscale,Type,TypeDeCarburant,prix 
2017,40 000 - 44 999,Ford,Fiesta,"Voitures, Offre","
",Diesel,113 000
2005,140 000 - 149 999,Citroen,C4,6 CV,"Voitures, Offre",Diesel,"(None,)"
2016,55 000 - 59 999,Peugeot,Partner,6 CV,"Voitures, Offre",Diesel,125 000
2012,120 000 - 129 999,Ford,Fiesta,6 CV,centre_ville,Diesel,89 000
2012,70 000 - 74 999,Kia,Picanto,tghat,"Voitures, Offre",Essence,66 000
2014,150 000 - 159 999,Volkswagen,Touran,toute_la_ville,"Voitures, Offre",Diesel,210 000
2014,90 000 - 94 999,Peugeot,301,hay_salam,"Voitures, Offre",Essence,68 000
2008,25 000 - 29 999,Peugeot,Partner,centre_ville,"Voitures, Offre",Diesel,65 000
"Voitures, Offre","-
","
Sauvegarder l'annonce
","
","Partager l'annonce
","
","
",28 000
2006,190 000 - 199 999,Honda,Accord,8 CV,hay_hana,Diesel,75 000
2003,250 000 - 299 999,Volkswagen,GOLF 4,8 CV,autre_secteur,Diesel,90 000
2003,30 000 - 34 999,Fiat,Ducato,8 CV,"Voitures, Offre",Diesel,73 000
2007,170 000 - 179 999,Peugeot,307,8 CV,"Voitures, Offre",Diesel,"(None,)"
2000,20 000 - 24 999,Mercedes-Benz,220,"Voitures, Offre","
",Diesel,88 000
2005,250 000 - 299 999,Renault,Kangoo,7 CV,"Voitures, Offre",Diesel,68 000
2018,0 - 4 999,Mercedes-Benz,Classe C,8 CV,yacoub_el_mansour,Diesel,"(None,)"
2002,75 000 - 79 999,Peugeot,Partner,alouane,"Voitures, Offre",Diesel,53 000
2014,190 000 - 199 999,Volkswagen,Caddy,6 CV,el_qaria,Diesel,"(None,)"
2016,85 000 - 89 999,Mercedes-Benz,Classe C,8 CV,yacoub_el_mansour,Diesel,"(None,)"
2003,35 000 - 39 999,Renault,Megane,6 CV,"Voitures, Offre",Diesel,55 000
1991,450 000 - 499 999,Peugeot,309,ain_chock,"Voitures, Offre",Diesel,34 000
2010,190 000 - 199 999,Volkswagen,GOLF 6,6 CV,"Voitures, Offre",Diesel,119 000
2017,35 000 - 39 999,Fiat,Punto,5 CV,"Voitures, Offre",Electrique,"(None,)"
2014,140 000 - 149 999,Toyota,Corolla,6 CV,el_qaria,Diesel,"(None,)"
2011,120 000 - 129 999,Dacia,Sandero,8 CV,"Voitures, Offre",Essence,48 000
2012,140 000 - 149 999,Dacia,Sandero,"Voitures, Offre","
",Diesel,"(None,)"
2015,100 000 - 109 999,Land Rover,Freelander,"Voitures, Offre","
",Diesel,"(None,)"
2015,120 000 - 129 999,Volkswagen,GOLF 7,8 CV,"Voitures, Offre",Diesel,165 000
2016,80 000 - 84 999,Peugeot,208,"Voitures, Offre","
",Diesel,"(None,)"
2013,120 000 - 129 999,Peugeot,Boxer,9 CV,"Voitures, Offre",Diesel,"(None,)"
2001,90 000 - 94 999,Alfa Romeo,166,10 CV,"Voitures, Offre",Diesel,55 000
ain_borja,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre","(None,)"
2016,30 000 - 34 999,Volkswagen,CC,2_mars,"Voitures, Offre",Diesel,250 000
2014,140 000 - 149 999,Dacia,Dokker,route_del_jadida,"Voitures, Offre",Diesel,83 000
2011,110 000 - 119 999,Renault,Kangoo,ain_chock,"Voitures, Offre",Diesel,97 000
2003,170 000 - 179 999,Mercedes-Benz,220,8 CV,"Voitures, Offre",Diesel,88 000
2014,95 000 - 99 999,Volkswagen,GOLF 6,6 CV,palmier,Diesel,158 000
2007,30 000 - 34 999,Peugeot,Partner,7 CV,"Voitures, Offre",Diesel,48 000
2002,250 000 - 299 999,Fiat,Palio,7 CV,"Voitures, Offre",Diesel,17 000
2017,40 000 - 44 999,Jeep,Wrangler,"Voitures, Offre","
",Diesel,"(None,)"
2004,300 000 - 349 999,Peugeot,307,"Voitures, Offre","
",Diesel,60 000
2008,110 000 - 119 999,Kia,Picanto,6 CV,"Voitures, Offre",Essence,55 000
2014,130 000 - 139 999,Skoda,Octavia,hay_houda,"Voitures, Offre",Diesel,"(None,)"
3,"100 m²
","Appartements, Offre","
","
Sauvegarder l'annonce
","
",riad_oulad_mtaa,1 750 000
2007,150 000 - 159 999,Renault,Kangoo,6 CV,"Voitures, Offre",Diesel,70 000
2017,20 000 - 24 999,Renault,Clio,6 CV,hay_inara,Diesel,"(None,)"
2015,90 000 - 94 999,Peugeot,301,6 CV,"Voitures, Offre",Diesel,91 000
2006,180 000 - 189 999,Citroen,Xsara Picasso,6 CV,autre_secteur,Diesel,68 000
2014,120 000 - 129 999,Mercedes-Benz,Classe C,9 CV,oulfa,Diesel,"(None,)"
1991,200 000 - 249 999,Renault,R9,toute_la_ville,"Voitures, Offre",Diesel,27 000
2006,190 000 - 199 999,Toyota,Corolla,8 CV,hay_mohammadi,Diesel,"(None,)"
2013,85 000 - 89 999,Citroen,C4,ain_chock,"Voitures, Offre",Diesel,121 000
2003,150 000 - 159 999,Citroen,Berlingo,6 CV,autre_secteur,Diesel,58 000
1996,70 000 - 74 999,Seat,Cordoba,8 CV,taboula,Diesel,29 000
1995,180 000 - 189 999,Renault,R19,7 CV,"Voitures, Offre",Diesel,"(None,)"
2004,250 000 - 299 999,Mercedes-Benz,220,maamora,"Voitures, Offre",Diesel,112 000
2018,0 - 4 999,Peugeot,Tepee,6 CV,"Voitures, Offre",Diesel,175 000
2007,200 000 - 249 999,Toyota,Avensis,9 CV,toute_la_ville,Diesel,87 500
2014,100 000 - 109 999,Mercedes-Benz,Classe C,8 CV,autre_secteur,Diesel,"(None,)"
2002,250 000 - 299 999,Peugeot,206,el_qaria,"Voitures, Offre",Diesel,49 000
2015,30 000 - 34 999,Jeep,Wrangler,anfa,"Voitures, Offre",Diesel,260 000
2013,95 000 - 99 999,BMW,Serie 3,8 CV,"Voitures, Offre",Diesel,235 000
2017,55 000 - 59 999,Hyundai,Tucson,bettana,"Voitures, Offre",Diesel,230 000
2015,90 000 - 94 999,Renault,Megane,7 CV,"Voitures, Offre",Diesel,115 000
"Voitures, Offre","-
","
Sauvegarder l'annonce
","
","Partager l'annonce
","
","
","(None,)"
2006,200 000 - 249 999,Honda,City,8 CV,"Voitures, Offre",Essence,49 000
2009,200 000 - 249 999,Peugeot,Partner,hay_riad,"Voitures, Offre",Diesel,"(None,)"
2010,140 000 - 149 999,Opel,Insignia,"Voitures, Offre","
",Essence,"(None,)"
1995,200 000 - 249 999,Renault,19,"Voitures, Offre","
",Essence,31 000
ain_chock,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre","(None,)"
2009,130 000 - 139 999,Mercedes-Benz,Classe E,13 CV,"Voitures, Offre",Diesel,125 000
2013,150 000 - 159 999,Skoda,Octavia,8 CV,"Voitures, Offre",Diesel,"(None,)"
2015,85 000 - 89 999,Peugeot,3008,6 CV,agdal,Diesel,145 000
2012,100 000 - 109 999,Dacia,Sandero,"Voitures, Offre","
",Diesel,70 000
2017,30 000 - 34 999,Renault,Megane,6 CV,"Voitures, Offre",Diesel,165 000
2008,150 000 - 159 999,BMW,Serie 3,11 CV,"Voitures, Offre",Essence,108 000
2000,180 000 - 189 999,Volkswagen,GOLF 4,8 CV,"Voitures, Offre",Diesel,73 000
2015,140 000 - 149 999,Hyundai,ix 35,8 CV,hay_inara,Diesel,"(None,)"
2013,130 000 - 139 999,Dacia,Logan,6 CV,bernoussi,Diesel,73 000
2008,120 000 - 129 999,Honda,CR-V,11 CV,yacoub_el_mansour,Essence,78 000
2010,120 000 - 129 999,Dacia,Logan,8 CV,autre_secteur,Essence,54 000
2007,140 000 - 149 999,Dacia,Logan,6 CV,"Voitures, Offre",Diesel,66 000
2016,80 000 - 84 999,Dacia,Dokker,6 CV,"Voitures, Offre",Diesel,95 000
2007,160 000 - 169 999,Volkswagen,Polo,ain_diab,"Voitures, Offre",Diesel,"(None,)"
2016,95 000 - 99 999,Dacia,Dokker,6 CV,"Voitures, Offre",Diesel,92 000
2005,250 000 - 299 999,Renault,Megane,"Voitures, Offre","
",Essence,60 000
2000,200 000 - 249 999,Mercedes-Benz,220,8 CV,"Voitures, Offre",Diesel,90 000
2019,0 - 4 999,Mercedes-Benz,Classe C,9 CV,maarif,Diesel,"(None,)"
1986,200 000 - 249 999,Mercedes-Benz,190,8 CV,"Voitures, Offre",Diesel,34 000
1999,10 000 - 14 999,Fiat,Palio,6 CV,"Voitures, Offre",Essence,29 000
2015,65 000 - 69 999,Ford,other,8 CV,hay_el_fath,Diesel,"(None,)"
1985,60 000 - 64 999,Renault,R4,6 CV,"Voitures, Offre",Essence,32 000
2007,160 000 - 169 999,Ford,Fiesta,6 CV,"Voitures, Offre",Diesel,62 000
2001,300 000 - 349 999,Peugeot,307,les_ambassadeurs,"Voitures, Offre",Diesel,47 000
2006,200 000 - 249 999,Hyundai,Accent,6 CV,"Voitures, Offre",Diesel,55 000
2013,75 000 - 79 999,Peugeot,Bipper,6 CV,"Voitures, Offre",Diesel,79 000
1993,250 000 - 299 999,Volkswagen,GOLF 3,8 CV,"Voitures, Offre",Diesel,45 000
2002,200 000 - 249 999,Fiat,Palio,7 CV,ancienne_medina,Diesel,45 000
2005,0 - 4 999,Kia,Picanto,6 CV,"Voitures, Offre",Essence,43 000
2013,120 000 - 129 999,Dacia,Duster,6 CV,"Voitures, Offre",Diesel,97 000
2009,150 000 - 159 999,Renault,Laguna,6 CV,autre_secteur,Diesel,82 000
2019,0 - 4 999,Mercedes-Benz,Classe A,6 CV,hay_el_fath,Diesel,"(None,)"
2016,55 000 - 59 999,Dacia,Dokker,6 CV,hay_el_fath,Diesel,"(None,)"
2001,350 000 - 399 999,Citroen,XSARA,centre_ville,"Voitures, Offre",Diesel,"(None,)"
2015,200 000 - 249 999,Kia,Sorento,centre,"Voitures, Offre",Diesel,85 000
2008,20 000 - 24 999,Mercedes-Benz,Classe B,hassan,"Voitures, Offre",Diesel,100 000
1984,35 000 - 39 999,Mercedes-Benz,190,8 CV,"Voitures, Offre",Diesel,39 000
2002,190 000 - 199 999,Volkswagen,GOLF 4,hay_el_qods,"Voitures, Offre",Diesel,49 000
2000,45 000 - 49 999,Volkswagen,Jetta,"Voitures, Offre","
",Diesel,"(None,)"
2006,5 000 - 9 999,Suzuki,Maruti,5 CV,"Voitures, Offre",Essence,20 000
2008,130 000 - 139 999,Mercedes-Benz,Classe B,mont_fleuri,"Voitures, Offre",Diesel,103 000
2008,190 000 - 199 999,Chevrolet,Optra,9 CV,"Voitures, Offre",Essence,35 000
2003,160 000 - 169 999,Peugeot,206,6 CV,"Voitures, Offre",Diesel,53 000
2001,160 000 - 169 999,Volkswagen,GOLF 4,8 CV,"Voitures, Offre",Diesel,76 000
1997,190 000 - 199 999,Peugeot,106,6 CV,"Voitures, Offre",Essence,27 000
autre_secteur,"-
","
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Voitures, Offre",40 000
2007,200 000 - 249 999,Audi,A3,8 CV,"Voitures, Offre",Diesel,125 000
2002,190 000 - 199 999,Fiat,Palio,6 CV,"Voitures, Offre",Diesel,37 000
2016,110 000 - 119 999,Dacia,Dokker,6 CV,ain_chock,Diesel,"(None,)"
2014,100 000 - 109 999,Mercedes-Benz,220,9 CV,"Voitures, Offre",Diesel,"(None,)"
2012,170 000 - 179 999,Mitsubishi,L200,10 CV,route_dagadir__essaouira,Diesel,"(None,)"
2014,100 000 - 109 999,Hyundai,other,9 CV,hay_el_fath,Diesel,"(None,)"
2015,95 000 - 99 999,Seat,Ibiza,6 CV,ahlane,Diesel,110 000
2014,120 000 - 129 999,Peugeot,508,ain_sebaa,"Voitures, Offre",Diesel,137 900
2015,100 000 - 109 999,Volkswagen,PASSAT CC,"Voitures, Offre","
",Diesel,"(None,)"
2016,50 000 - 54 999,Citroen,DS3,ain_sebaa,"Voitures, Offre",Diesel,156 000
2009,70 000 - 74 999,Chevrolet,Spark,"Voitures, Offre","
",Essence,42 000
2004,170 000 - 179 999,Renault,Kangoo,hay_nahda,"Voitures, Offre",Diesel,"(None,)"
2016,120 000 - 129 999,Peugeot,301,sidi_maarouf,"Voitures, Offre",Diesel,93 000
2010,15 000 - 19 999,Dacia,LOGAN MCV,6 CV,"Voitures, Offre",Diesel,82 000
2007,180 000 - 189 999,Hyundai,Tucson,8 CV,autre_secteur,Diesel,"(None,)"
1997,10 000 - 14 999,Renault,19,8 CV,autre_secteur,Essence,24 000
2001,190 000 - 199 999,Volkswagen,Golf,toute_la_ville,"Voitures, Offre",Diesel,80 000
2008,190 000 - 199 999,Peugeot,Partner,7 CV,"Voitures, Offre",Diesel,50 000
2009,190 000 - 199 999,Seat,Leon,"Voitures, Offre","
",Diesel,82 000
2006,180 000 - 189 999,Renault,Kangoo,"Voitures, Offre","
",Diesel,"(None,)"
ain_chock,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre","(None,)"
2015,85 000 - 89 999,Dacia,Logan,6 CV,autre_secteur,Diesel,"(None,)"
2016,65 000 - 69 999,Renault,Clio,"Voitures, Offre","
",Diesel,123 000
2016,95 000 - 99 999,Dacia,Dokker,6 CV,beausejour,Diesel,90 000
2017,90 000 - 94 999,Volkswagen,GOLF 7,8 CV,ouled_oujih,Diesel,"(None,)"
2012,120 000 - 129 999,Peugeot,206+,"Voitures, Offre","
",Diesel,74 000
2010,120 000 - 129 999,Peugeot,206,"Voitures, Offre","
",Diesel,71 000
2008,150 000 - 159 999,Peugeot,207,"Voitures, Offre","
",Diesel,70 000
2010,100 000 - 109 999,Peugeot,206,7 CV,"Voitures, Offre",Essence,58 000
2003,30 000 - 34 999,Peugeot,206,6 CV,"Voitures, Offre",Essence,46 000
1983,Plus de 500 000,Peugeot,205,7 CV,"Voitures, Offre",Essence,15 000
2015,45 000 - 49 999,Dacia,Sandero,salama,"Voitures, Offre",Diesel,100 000
1994,35 000 - 39 999,Renault,19,7 CV,"Voitures, Offre",Diesel,42 000
1998,350 000 - 399 999,Volkswagen,Jetta,6 CV,"Voitures, Offre",Diesel,35 000
2014,90 000 - 94 999,Ford,Fiesta,6 CV,ain_sebaa,Diesel,"(None,)"
2002,180 000 - 189 999,Fiat,Palio,7 CV,"Voitures, Offre",Diesel,30 000
2009,100 000 - 109 999,Dacia,Logan,toute_la_ville,"Voitures, Offre",Diesel,65 000
1988,0 - 4 999,Volkswagen,Jetta,6 CV,hay_essalam,Diesel,"(None,)"
2011,100 000 - 109 999,Kia,Picanto,5 CV,"Voitures, Offre",Essence,56 000
2005,25 000 - 29 999,Renault,Kangoo,hay_kassam,"Voitures, Offre",Diesel,6 200
2013,70 000 - 74 999,Mercedes-Benz,Classe A,9 CV,"Voitures, Offre",Diesel,"(None,)"
2002,180 000 - 189 999,Peugeot,307,"Voitures, Offre","
",Diesel,46 000
2013,130 000 - 139 999,Audi,Q3,8 CV,medina,Diesel,"(None,)"
2003,5 000 - 9 999,Volkswagen,Passat,8 CV,centre_ville,Diesel,89 000
1994,100 000 - 109 999,Renault,R19,7 CV,fes_jdid,Diesel,48 000
2014,200 000 - 249 999,Land Rover,Range Rover Sport,autre_secteur,"Voitures, Offre",Diesel,"(None,)"
2017,20 000 - 24 999,Ford,Fiesta,hay_el_fath,"Voitures, Offre",Diesel,"(None,)"
2002,200 000 - 249 999,Nissan,X-Trail,8 CV,"Voitures, Offre",Diesel,39 000
2017,55 000 - 59 999,Renault,Megane,6 CV,2_mars,Diesel,"(None,)"
2003,200 000 - 249 999,Mercedes-Benz,Classe C,8 CV,autre_secteur,Diesel,"(None,)"
2002,350 000 - 399 999,Mercedes-Benz,220,9 CV,"Voitures, Offre",Diesel,70 000
1990,450 000 - 499 999,Mercedes-Benz,250,"Voitures, Offre","
",Diesel,"(None,)"
2016,85 000 - 89 999,Dacia,Logan,6 CV,2_mars,Diesel,"(None,)"
2002,180 000 - 189 999,Fiat,Palio,7 CV,"Voitures, Offre",Diesel,30 000
2017,20 000 - 24 999,Audi,A3,8 CV,ain_sebaa,Diesel,260 000
2017,35 000 - 39 999,Fiat,500X,6 CV,ain_sebaa,Diesel,178 000
2019,0 - 4 999,Alfa Romeo,Spider,9 CV,ain_sebaa,Essence,699 000
2012,190 000 - 199 999,Kia,Sportage,agdal,"Voitures, Offre",Diesel,135 000
2017,30 000 - 34 999,Fiat,TIPO,6 CV,ain_sebaa,Diesel,143 000
2013,0 - 4 999,Peugeot,206,6 CV,"Voitures, Offre",Essence,61 000
2017,45 000 - 49 999,Volkswagen,EOS,8 CV,ain_sebaa,Diesel,215 000
2014,65 000 - 69 999,Mercedes-Benz,Classe C,9 CV,ain_sebaa,Diesel,195 000
2015,5 000 - 9 999,Hyundai,VELOSTER,ain_sebaa,"Voitures, Offre",Essence,195 000
2017,15 000 - 19 999,Fiat,TIPO,5 CV,ain_sebaa,Diesel,121 000
2012,120 000 - 129 999,Mercedes-Benz,Classe A,8 CV,ain_sebaa,Diesel,118 000
2012,80 000 - 84 999,Volkswagen,Touareg,ain_sebaa,"Voitures, Offre",Diesel,"(None,)"
2008,110 000 - 119 999,Ford,Fiesta,"Voitures, Offre","
",Essence,52 000
2006,15 000 - 19 999,Renault,Clio,hay_riad,"Voitures, Offre",Essence,48 000
2019,0 - 4 999,Alfa Romeo,other,9 CV,ain_sebaa,Essence,599 000
2005,130 000 - 139 999,Toyota,Yaris,oulfa,"Voitures, Offre",Essence,45 000
2011,120 000 - 129 999,Kia,Picanto,"Voitures, Offre","
",Essence,47 000
2013,15 000 - 19 999,Ford,Fiesta,6 CV,"Voitures, Offre",Essence,81 000
2006,100 000 - 109 999,Renault,Clio,6 CV,"Voitures, Offre",Diesel,50 000
2009,250 000 - 299 999,Volvo,XC60,9 CV,riyad,Diesel,165 000
2013,0 - 4 999,Renault,Megane,7 CV,centre_ville,Diesel,"(None,)"
2015,100 000 - 109 999,Fiat,500,7 CV,mhamid,Essence,93 000
2010,100 000 - 109 999,Ford,Focus,7 CV,centre_ville,Diesel,"(None,)"
2013,95 000 - 99 999,Volkswagen,PASSAT CC,8 CV,ouled_oujih,Diesel,195 000
2016,70 000 - 74 999,Dacia,Dokker,6 CV,ain_sebaa,Diesel,"(None,)"
2014,160 000 - 169 999,Peugeot,Tepee,6 CV,ouled_oujih,Diesel,110 000
2008,150 000 - 159 999,Ssangyong,Kyron,oulfa,"Voitures, Offre",Diesel,60 000
3,"81 m²
","Maisons et Villas, Offre","
","
Sauvegarder l'annonce
","
",hay_hassani,"(None,)"
2005,170 000 - 179 999,Citroen,Xsara Picasso,8 CV,"Voitures, Offre",Diesel,47 000
2016,75 000 - 79 999,Land Rover,other,12 CV,hay_el_fath,Diesel,"(None,)"
2008,200 000 - 249 999,Mercedes-Benz,CLASSE ML,12 CV,medina,Diesel,"(None,)"
2012,70 000 - 74 999,Peugeot,Bipper,ain_sebaa,"Voitures, Offre",Diesel,55 000
2005,250 000 - 299 999,Ssangyong,Rexton,11 CV,"Voitures, Offre",Diesel,41 000
2004,0 - 4 999,Fiat,Palio,port,"Voitures, Offre",Diesel,"(None,)"
2015,80 000 - 84 999,Chevrolet,Captiva,9 CV,hay_el_fath,Diesel,169 000
2006,200 000 - 249 999,Peugeot,407,ville_nouvelle,"Voitures, Offre",Diesel,72 000
2010,130 000 - 139 999,Ssangyong,Kyron,8 CV,"Voitures, Offre",Diesel,72 000
2014,85 000 - 89 999,Dacia,Logan,5 CV,maarif,Diesel,"(None,)"
1997,35 000 - 39 999,Citroen,ZX,8 CV,"Voitures, Offre",Diesel,20 000
2007,170 000 - 179 999,Volkswagen,Jetta,8 CV,route_de_sefrou,Diesel,82 000
2014,65 000 - 69 999,Dacia,Duster,6 CV,hay_zaytoun,Diesel,"(None,)"
2015,95 000 - 99 999,Fiat,Doblo,5 CV,route_de_sefrou,Diesel,95 000
2003,200 000 - 249 999,Renault,Megane,6 CV,"Voitures, Offre",Diesel,"(None,)"
2013,100 000 - 109 999,Citroen,C4,6 CV,route_de_sefrou,Diesel,125 000
2004,200 000 - 249 999,Citroen,XSARA,7 CV,"Voitures, Offre",Diesel,47 000
2014,140 000 - 149 999,Volkswagen,GOLF 7,"Voitures, Offre","
",Diesel,"(None,)"
"Voitures, Offre","-
","
Sauvegarder l'annonce
","
","Partager l'annonce
","
","
",105 000
2013,60 000 - 64 999,Peugeot,Bipper,route_de_sefrou,"Voitures, Offre",Diesel,72 000
2009,0 - 4 999,Kia,Picanto,centre,"Voitures, Offre",Essence,49 000
2016,55 000 - 59 999,Mercedes-Benz,Classe C,"Voitures, Offre","
",Diesel,480 000
2000,180 000 - 189 999,Mercedes-Benz,Classe A,7 CV,sidi_othmane,Diesel,43 000
2015,130 000 - 139 999,Volkswagen,Touareg,8 CV,"Voitures, Offre",Diesel,98 000
2009,190 000 - 199 999,Nissan,X-Trail,8 CV,el_alia,Diesel,97 000
hay_sinaai,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre",650
6,"300 m²
","Maisons et Villas, Offre","
","
Sauvegarder l'annonce
","
",toute_la_ville,4 350 000
2015,120 000 - 129 999,Mercedes-Benz,Classe C,8 CV,ain_sebaa,Diesel,255 000
2014,80 000 - 84 999,Alfa Romeo,Giulietta,8 CV,oulfa,Diesel,149 000
2009,190 000 - 199 999,Toyota,Corolla,5 CV,sidi_bernoussi,Diesel,96 000
2009,130 000 - 139 999,Kia,Picanto,6 CV,"Voitures, Offre",Essence,55 000
2002,250 000 - 299 999,Fiat,Siena,"Voitures, Offre","
",Diesel,41 000
2009,150 000 - 159 999,Kia,Picanto,6 CV,"Voitures, Offre",Essence,53 000
2018,25 000 - 29 999,Dacia,Dokker,hassan,"Voitures, Offre",Diesel,139 000
2016,20 000 - 24 999,Volkswagen,Polo,ain_sebaa,"Voitures, Offre",Diesel,"(None,)"
2004,95 000 - 99 999,Autres,Autres,12 CV,anfa,Diesel,30 000
2012,130 000 - 139 999,Renault,Kangoo,ain_laatris,"Voitures, Offre",Diesel,79 000
"Art et Collections, Offre",,"
Sauvegarder l'annonce
","
","Partager l'annonce
","
","
",700
2018,0 - 4 999,Dacia,Logan,6 CV,kasbat,Diesel,"(None,)"
2007,150 000 - 159 999,Ford,Fiesta,wilaya,"Voitures, Offre",Essence,54 000
2003,190 000 - 199 999,Peugeot,307,8 CV,"Voitures, Offre",Diesel,45 000
2000,150 000 - 159 999,Land Rover,Freelander,"Voitures, Offre","
",Diesel,54 000
2011,120 000 - 129 999,Mercedes-Benz,220,"Voitures, Offre","
",Diesel,220 000
2014,100 000 - 109 999,Dacia,Logan,6 CV,"Voitures, Offre",Diesel,88 000
2015,75 000 - 79 999,Volkswagen,GOLF 7,hay_al_matar,"Voitures, Offre",Diesel,285 000
2009,40 000 - 44 999,Peugeot,206,6 CV,souani,Essence,58 000
"Pièces et Accessoires pour véhicules, Offre",,"
Sauvegarder l'annonce
","
","Partager l'annonce
","
","
",250
1981,30 000 - 34 999,Mercedes-Benz,250,4 CV,"Voitures, Offre",Diesel,"(None,)"
1980 ou plus ancien,80 000 - 84 999,Mercedes-Benz,240,sidi_othmane,"Voitures, Offre",Diesel,25 000
2012,190 000 - 199 999,Land Rover,Range Rover Sport,12 CV,"Voitures, Offre",Diesel,"(None,)"
2014,100 000 - 109 999,Toyota,Corolla,5 CV,yacoub_el_mansour,Diesel,"(None,)"
2016,55 000 - 59 999,Mercedes-Benz,Classe GLE,hay_al_matar,"Voitures, Offre",Diesel,690 000
2012,110 000 - 119 999,Mercedes-Benz,Classe A,9 CV,"Voitures, Offre",Diesel,"(None,)"
toute_la_ville,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Appareils photo et Caméras, Offre",190
2007,160 000 - 169 999,Opel,Corsa,5 CV,"Voitures, Offre",Diesel,68 000
2003,200 000 - 249 999,Fiat,Uno,7 CV,"Voitures, Offre",Diesel,26 500
2014,85 000 - 89 999,Fiat,FIORINO,5 CV,"Voitures, Offre",Diesel,65 000
hay_nahda,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre","(None,)"
2011,100 000 - 109 999,Renault,Kangoo,centre_ville,"Voitures, Offre",Diesel,77 000
hay_nahda,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre","(None,)"
2003,200 000 - 249 999,Fiat,Uno,7 CV,"Voitures, Offre",Diesel,26 500
2006,300 000 - 349 999,Toyota,Corolla verso,8 CV,"Voitures, Offre",Diesel,75 000
hay_nahda,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre","(None,)"
1996,30 000 - 34 999,Mitsubishi,lancer,8 CV,sidi_moumen,Diesel,16 000
2005,190 000 - 199 999,Mercedes-Benz,220,"Voitures, Offre","
",Diesel,125 000
2009,150 000 - 159 999,Toyota,Corolla verso,9 CV,"Voitures, Offre",Diesel,98 000
2005,0 - 4 999,Mercedes-Benz,Classe C,9 CV,"Voitures, Offre",Diesel,75 000
2016,70 000 - 74 999,Ford,Fiesta,6 CV,"Voitures, Offre",Diesel,95 000
hay_nahda,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre","(None,)"
hay_nahda,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre","(None,)"
hay_nahda,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre","(None,)"
1995,0 - 4 999,Peugeot,306,8 CV,centre_ville,Diesel,31 000
2015,90 000 - 94 999,Dacia,Dokker,6 CV,"Voitures, Offre",Diesel,84 000
2010,190 000 - 199 999,Ssangyong,Kyron,8 CV,"Voitures, Offre",Diesel,80 000
2015,30 000 - 34 999,Ford,Ka,"Voitures, Offre","
",Diesel,85 000
hay_nahda,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre","(None,)"
2014,75 000 - 79 999,Peugeot,301,6 CV,"Voitures, Offre",Diesel,86 000
2006,200 000 - 249 999,Land Rover,Range Rover,11 CV,"Voitures, Offre",Diesel,115 000
